;"LLUVIA POBL.
(mm)";"TEMPERATURA
  MEDIA (ºc)";"APORTACIONES A LA PRESA
(hm³)";"VOLUMEN EMBALSADO
(hm³)";"VOLUMEN PARA RIEGO
(m³)";"VOLUMEN PARA ABASTECIMIENTO
(m³)";"VOLUMEN VERTIDO
(m³)"
30/08/2015;0;27,5;0,00963025;92,99361795;105692,4;48826,8;0
31/08/2015;0;27;-0,000549872;92,7923596;96274,8;53348,4;0,02453
01/09/2015;0;26,5;0,014079219;92,63135291;99799,2;46753,2;0
02/09/2015;0;24;-0,027372554;92,43009456;98071,2;44514;0
03/09/2015;0;25;0,018668334;92,26908787;98535,6;48272,4;0
04/09/2015;42,5;25;0,2411491;92,34959121;89514;47469,6;0
05/09/2015;0;27;0,004539962;92,2288362;69958,8;43315,2;0
06/09/2015;3,9;22;0,122751706;92,26908787;41385,6;40312,8;0
07/09/2015;0;23,5;0,013373176;92,18858453;37659,6;41796;0
08/09/2015;0;25;0,029899845;92,10808119;48441,6;41544;0
09/09/2015;0;25;0,005023617;91,98732618;59738,4;42040,8;0
10/09/2015;0;26;0,010607158;91,86657116;68320,8;43459,2;0
11/09/2015;0;26;0,002615696;91,74581615;66848,4;41349,6;0
12/09/2015;0;26,5;0,020792279;91,62506114;68562;33890,4;0
13/09/2015;0;25,5;0,004804447;91,46405445;89863,2;41680,8;0
14/09/2015;0;23;0,029954826;91,34329944;79214,4;48405,6;0
15/09/2015;0;24,5;-0,011149335;91,18229276;82825,2;42379,2;0
16/09/2015;0;24,5;-0,006840533;91,02128607;85046,4;34567,2;0
17/09/2015;0;23,5;0,027505268;90,90272384;88030,8;39387,6;0
18/09/2015;0;25;0,023850572;90,785258;82897,2;39391,2;0
19/09/2015;0;24,5;0,015380161;90,66779216;71866,8;39592,8;0
20/09/2015;0;26;-0,011100213;90,51117104;87710,4;40406,4;0
21/09/2015;0;29;0,023148718;90,35454992;89128,8;48765,6;0
22/09/2015;0;26,5;0,011975838;90,1979288;93409,2;45201,6;0
23/09/2015;0;24;0,023664251;90,08046296;80528,4;44834,4;0
24/09/2015;0;23;-0,009661407;89,92384184;84056,4;44006,4;0
25/09/2015;0;23;0,007905656;89,806376;75884,4;31788;0
26/09/2015;0;22;0,042458158;89,72806544;66283,2;35618,4;0
27/09/2015;0;23,5;-0,014893017;89,57144432;82976,4;42656,4;0
28/09/2015;31,2;20;0,09713621;89,57144432;52210,8;42570;0
29/09/2015;0;20,5;0,046511868;89,53228904;33750;38181,6;0
30/09/2015;0;21,5;-0,003737931;89,45397848;30330;27770,4;0
01/10/2015;0;22;0,009404722;89,37566792;39106,8;37242;0
02/10/2015;0;23;0,022987028;89,29735736;44787,6;43466,4;0
03/10/2015;0;25;0,014689882;89,2190468;42109,2;35233,2;0
04/10/2015;0;24;0,015194718;89,14073624;52326;30225,6;0
05/10/2015;0;23,5;-0,006344993;88,98411512;58748,4;37440;0,027129
06/10/2015;0;23;0,04068564;88,90580456;66762;37396,8;0
07/10/2015;0;22;0,002260122;88,78833872;62258,4;43034,4;0
08/10/2015;0;20,5;0,005178463;88,67087288;69264;41299,2;0
09/10/2015;1,2;21,5;-0,010531785;88,55340704;59745,6;37065,6;0
10/10/2015;1,6;19,5;0,025474835;88,51425176;32166;29739,6;0
11/10/2015;4,5;19;0,030793212;88,47509648;35251,2;29250;0
12/10/2015;0;18,5;0,013577072;88,39678592;40928,4;40071,6;0
13/10/2015;0;21,5;-0,004114308;88,27932008;62197,2;40665,6;0
14/10/2015;0;21,5;0,027913608;88,20100952;55987,2;37425,6;0
15/10/2015;0;21;0,027313289;88,12269896;58892,4;38196;0
16/10/2015;1,7;21,5;0,01185448;88,0443884;42044,4;38815,2;0
17/10/2015;28,4;22;0,109117646;88,08354368;27702;34891,2;0
18/10/2015;1,7;18,5;0,016434153;88,0443884;25639,2;28011,6;0
19/10/2015;0,6;20;0,060812787;88,0443884;25498,8;26784;0
20/10/2015;0;20,5;-0,003344119;87,96607784;23871,6;32108,4;0
21/10/2015;0;19,5;0,033771222;87,92692256;28947,6;34682,4;0
22/10/2015;0;19,5;0,004383771;87,848612;35431,2;38746,8;0
23/10/2015;0,1;17,5;0,028781956;87,80945672;30834;33620,4;0
24/10/2015;8,6;19;0,023835042;87,77030144;25905,6;30895;0
25/10/2015;8,4;19,5;0,135061173;87,848612;17298;32097,6;0
26/10/2015;4,2;16;0,060395295;87,848612;21664,8;32536,8;0
27/10/2015;0;17;0,024623592;87,80945672;19152;33404,4;0
28/10/2015;0;18,5;0,022702331;87,77030144;20998,8;32734,8;0
29/10/2015;0;18,5;0,026029724;87,73114616;24516;32547,6;0
30/10/2015;0;19,5;0,024603707;87,69199088;23702,4;32324,4;0
31/10/2015;33,1;19,5;0,266427943;87,88776728;21272,4;34664,4;0
01/11/2015;17,5;19,5;0,222272754;88,0443884;18889,2;33192;0
02/11/2015;2,3;17;0,308803796;88,27932008;10832,4;30168;0,028987
03/11/2015;0;19;0,109804181;88,31847536;22075,2;39636;0
04/11/2015;0;19;0,094683677;88,35763064;23176,8;24577,2;0
05/11/2015;0;19,5;0,069564396;88,35763064;24062,4;35784;0
06/11/2015;0;19;0,063715198;88,35763064;24138;33746,4;0
07/11/2015;0;18,5;0,021683417;88,31847536;20894,4;30618;0
08/11/2015;0;18,5;0,025390079;88,27932008;25959,6;31204,8;0
09/11/2015;0;18;0,032658363;88,2401648;28965,6;34304,4;0
10/11/2015;0;17,5;0,035300339;88,20100952;31870,8;35596,8;0
11/11/2015;0;17;0,036491201;88,16185424;32691,6;34804,8;0
12/11/2015;0;16,5;0,036367545;88,12269896;36662,4;33040,8;0
13/11/2015;0;17;-0,007583753;88,0443884;33210;30150;0
14/11/2015;0;15,5;0,022973558;88,00523312;28224;28090,8;0
15/11/2015;0;16,5;0,040137315;87,96607784;40129,2;28314;0
16/11/2015;0;17;-0,001326698;87,88776728;34711,2;33753,6;0
17/11/2015;0;16,5;0,038451403;87,848612;37036,8;35150,4;0
18/11/2015;0;17;0,03792224;87,80945672;37476;33642;0
19/11/2015;0;17,5;0,011987445;87,73114616;43228,8;35467,2;0
20/11/2015;0;16,5;-0,021523992;87,61368032;42656,4;35899,2;0
21/11/2015;0;11,5;-0,022747197;87,49621448;42141,6;33663,6;0
22/11/2015;0;11,5;0,022113432;87,41790392;49136,4;37015,2;0
23/11/2015;0;11,5;0,018266646;87,33959336;44240,4;38073,6;0
24/11/2015;0;16;0,027178521;87,2612828;51721,2;37202,4;0
25/11/2015;0;18,5;0,040702454;87,18297224;52322,4;33966;0
26/11/2015;0;16;-0,058674252;87,02763646;53722,8;33710,4;0
27/11/2015;0;15;0,001868859;86,95189657;40939,2;32058;0
28/11/2015;0;14,5;0,036535619;86,91402663;35589,6;32284,8;0
29/11/2015;0;14;0,011973627;86,83828675;46832,4;35121,6;0
30/11/2015;0;13,5;0,028700433;86,76254686;35535,6;33786;0,02399
01/12/2015;0;14;-0,019244594;86,64893704;51116,4;39031,2;0
02/12/2015;0;14;0,0465346;86,6110671;40510,8;39294;0
03/12/2015;0;15;0,008608649;86,53532721;43005,6;37512;0
04/12/2015;0;14,5;0,002359188;86,45958733;40201,2;34452;0
05/12/2015;0;15;0,034136843;86,42171739;35028;32385,6;0
06/12/2015;0;14,5;0,000914532;86,3459775;42703,2;29743,2;0
07/12/2015;0;15;0,028268759;86,30810756;31798,8;31280,4;0
08/12/2015;0;13;0,00487565;86,23236768;43610,4;34329,6;0
09/12/2015;0;15,5;0,00498572;86,15662779;41857,2;36194,4;0
10/12/2015;0;14,5;0,011267828;86,08088791;44355,6;36543,6;0
11/12/2015;0;13,5;0,007239641;86,00514802;42069,6;35949,6;0
12/12/2015;0;13;0,039330892;85,96727808;38336,4;35812,8;0
13/12/2015;0;13,5;0,011173416;85,8915382;45493,2;36082,8;0
14/12/2015;0;16;0,006488025;85,81579831;40680;34689,6;0
15/12/2015;0;17;0,006115288;85,74005843;42249,6;31989,6;0
16/12/2015;0;14,5;0,004730557;85,66431855;41576,4;32043,6;0
17/12/2015;0;14,5;0,043701049;85,6264486;44028;32216,4;0
18/12/2015;0;15;0,007034952;85,55070872;42919,2;33771,6;0
19/12/2015;0;14;0,003549157;85,47496884;37548;34520,4;0
20/12/2015;0;14;0,014307129;85,39922895;50608,8;34120,8;0
21/12/2015;0;14;0,045216741;85,36135901;41990,4;35780,4;0
22/12/2015;0;14,5;-0,023158223;85,24774918;46936,8;40100,4;0
23/12/2015;0;15;0,050944359;85,20987924;43542;39204;0
24/12/2015;0;14,5;-0,006578031;85,13413936;30776,4;34974;0
25/12/2015;0;14,5;0,006166497;85,05839947;43448,4;33912;0
26/12/2015;0;14,5;0,001656754;84,98265959;37458;33123,6;0
27/12/2015;0,1;14;0,047166594;84,94478965;50133,6;31496,4;0
28/12/2015;0;14;-0,003221374;84,86904976;34909,2;32691,6;0
29/12/2015;0;14;0,019406589;84,79330988;49309,2;34117,2;0
30/12/2015;0;17;0,015567634;84,71757;46310,4;37818;0
31/12/2015;0;15,5;-0,003759837;84,64183011;27784,8;38530,8;0
01/01/2016;0;16;0,042347671;84,60396017;40345,2;30434,4;0
02/01/2016;0;16,5;-0,004578354;84,52822029;37472,4;28029,6;0
03/01/2016;8,1;16,5;0,057589447;84,49035034;49035,6;35485,2;0
04/01/2016;1,4;11;0,029197942;84,41461046;33177,6;36936;0,023515
05/01/2016;0;11,5;-0,004266548;84,33887058;30664,8;31766,4;0
06/01/2016;0;14,5;0,006862104;84,26313069;39805,2;30747,6;0
07/01/2016;2;18;0,044386048;84,22526075;43106,4;33879,6;0
08/01/2016;0;14;-0,004150079;84,14952087;28472,4;34840,8;0
09/01/2016;0;15;0,030522959;84,11165092;25650;36349,2;0
10/01/2016;0;14,5;0,043599818;84,07378098;37285,2;34408,8;0
11/01/2016;0;13;-0,023836508;83,96017116;41050,8;33696;0
12/01/2016;0;12;0,047067763;83,92230121;45878,4;33426;0
13/01/2016;0;12,5;0,01243763;83,84656133;44539,2;33879,6;0
14/01/2016;0;13;0,016688547;83,77082145;43974;34200;0
15/01/2016;0;11;-0,026066106;83,65721162;45615,6;32558,4;0
16/01/2016;0;11;0,039047133;83,61934168;40629,6;32166;0
17/01/2016;0;14,5;-0,004373598;83,50573185;54558;37832,4;0
18/01/2016;1,6;13;0,010977581;83,42999197;45133,2;37468,8;0
19/01/2016;0,9;13,5;0,026404297;83,39212203;36471,6;24062,4;0
20/01/2016;0;14;-6,587E-06;83,31638214;37998;31006,8;0
21/01/2016;0;14;0,038124731;83,2785122;35139,6;38239,2;0
22/01/2016;0;15;0,010436803;83,20479066;38512,8;38923,2;0
23/01/2016;0;14;0,006458218;83,13106912;35989,2;37472,4;0
24/01/2016;0;14,5;-0,00135816;83,05734757;32529,6;34984,8;0
25/01/2016;0;13;0,026611182;83,0204868;24721,2;33530,4;0
26/01/2016;0;13;0,041176483;82,98362603;33174;36662,4;0
27/01/2016;0;11,5;0,00522046;82,90990449;38923,2;36666;0
28/01/2016;7,9;11,5;0,046791489;82,87304372;41662,8;36403,2;0
29/01/2016;0;13,5;0,02254045;82,83618295;22186,8;29768,4;0
30/01/2016;0;15;-0,011900491;82,76246141;21664,8;30110,4;0
31/01/2016;0;16;0,008495588;82,72560063;2738,4;32947,2;0
01/02/2016;0;15;0,004372013;82,65187909;25459,2;22168,8;0,021916
02/02/2016;0;14,5;0,030442868;82,61501832;28890;34326;0
03/02/2016;0;13,5;0,034515087;82,57815755;32475,6;31842;0
04/02/2016;0;13;-0,000645066;82,50443601;35456,4;31680;0
05/02/2016;0;14;0,034871045;82,46757524;32925,6;32868;0
06/02/2016;0;11,5;0,049096697;82,43071447;27964,8;33505,2;0
07/02/2016;0;15,5;-0,01557346;82,32013215;46656;30931,2;0
08/02/2016;0;20;0,015707174;82,24641061;42415,2;33307,2;0
09/02/2016;1,9;16,5;0,016648278;82,17268907;42850,8;37893,6;0
10/02/2016;0,2;16,5;0,034682395;82,1358283;28566;31874,4;0
11/02/2016;0,5;17;0,007274052;82,06210676;43027,2;30571,2;0
12/02/2016;0,3;16,5;0,051944732;82,02524599;44989,2;32724;0
13/02/2016;0,8;11;-0,105002472;81,84094213;30492;31089,6;0
14/02/2016;0;9;0,097915686;81,84094213;49878;33271,2;0
15/02/2016;0;8;0,058964947;81,80408136;51307,2;37137,6;0
16/02/2016;1,1;9;0,05967514;81,76722059;49064,4;38617,2;0
17/02/2016;5,5;8,5;0,068921719;81,76722059;25884;41562;0
18/02/2016;0;11,5;0,043078216;81,73035982;25250,4;49525,2;0
19/02/2016;0;14,5;0,082737921;81,73035982;26928;46958,4;0
20/02/2016;0;15;0,014864941;81,65663828;27723,6;50911,2;0
21/02/2016;0;16;0,075433143;81,6197775;38970;57848,4;0
22/02/2016;0;15;0,014582522;81,50919519;47127,6;56318,4;0
23/02/2016;1,5;14;0,035843908;81,43547365;48535,2;55512;0
24/02/2016;0;13,5;-2,55772E-05;81,32489134;37785,6;52189,2;0
25/02/2016;8,2;11;0,059510578;81,28803057;34020;51328,8;0
26/02/2016;1,3;7,5;0,067148292;81,28803057;24026,4;41284,8;0
27/02/2016;0;10;0,057079132;81,25116979;22237,2;53337,6;0
28/02/2016;0;13,5;0,049636813;81,17744825;35560,8;59533,2;0
29/02/2016;0;16;0,039443345;81,06686594;42778,8;56314,8;0,023428
01/03/2016;0;20,5;0,061558579;80,9931444;51148,8;50414,4;0
02/03/2016;0;17;0,013706122;80,88256208;52365,6;53982;0
03/03/2016;0,2;15,5;0,013765735;80,77197977;53744,4;56703,6;0
04/03/2016;0;11,5;0,027142289;80,66139746;52300,8;62766,4;0
05/03/2016;0;11,5;0,011637627;80,55081515;46108,8;56761,2;0
06/03/2016;3,7;10;0,072914145;80,51395437;45928,8;56181,6;0
07/03/2016;0;11;0,003468752;80,40337206;39412,8;55677,6;0
08/03/2016;0;11,5;0,020356216;80,29278975;52927,2;59068,8;0
09/03/2016;0;13;0,058531906;80,21906821;51267,6;57322,8;0
10/03/2016;0;12,5;-0,015586609;80,07162512;60598,8;56714,4;0
11/03/2016;0;12,5;0,016747577;79,96104281;55951,2;55033,2;0
12/03/2016;0;12,5;0,005896598;79,8504605;46303,2;54208,8;0
13/03/2016;0;13;0,05631782;79,77673896;60883,2;56826;0
14/03/2016;0,8;13,5;-0,002976906;79,66615664;42152,4;52772,4;0
15/03/2016;0;15;0,024568993;79,5567882;45698,4;65797,2;0
16/03/2016;0;15,5;0,0274792;79,4498475;52477,2;67838,4;0
17/03/2016;0,6;14,5;0,025081279;79,34290681;56264,4;68169,6;0
18/03/2016;6,7;12;0,067866915;79,30725991;26377,2;68828,4;0
19/03/2016;1,4;11,5;0,054111192;79,27161301;22561,2;63946,8;0
20/03/2016;4,3;12;0,044867474;79,23596611;29664;46879,2;0
21/03/2016;0;13,5;0,027973179;79,16467231;36914;49003,2;0
22/03/2016;0;14,5;0,046199106;79,09337851;48715,2;51469,2;0
23/03/2016;0;17,5;0,053619609;79,02208472;50846,4;53164,8;0
24/03/2016;0;20;0,060142586;78,95079092;50029,2;50432,4;0
25/03/2016;0;21;1,51034E-05;78,80820332;63381,6;52599,6;0
26/03/2016;0;17;0,0555011;78,73690952;50900,4;52884;0
27/03/2016;0;18,5;0,052979465;78,62996883;78084,4;53816,4;0
28/03/2016;0;18,5;0,101378211;78,59432193;66902,4;48934,8;0
29/03/2016;0;18,5;0,023763324;78,48738123;68108,4;51472,8;0
30/03/2016;0;14;0,038281411;78,38044053;52178,4;56836,8;0
31/03/2016;0;14;0,011028615;78,23785294;74984,4;52135,2;0
01/04/2016;0;15;0,032434418;78,13091224;64076,4;54907,2;0
02/04/2016;0;15;0,018754381;78,02397154;54014,4;51307,2;0
03/04/2016;14,1;12;0,097251947;78,02397154;41691,6;53773,2;0
04/04/2016;0;14,5;0,093561755;77,98832465;34318,8;53499,6;0,025668
05/04/2016;0;17,5;0,006871226;77,91703085;4921,2;56102,4;0
06/04/2016;0;17,5;0,051037299;77,88138395;14220;53542,8;0
07/04/2016;0;14,5;0,032160041;77,77444325;62528,4;54100,8;0
08/04/2016;0;15,5;0,038757133;77,66750255;66841,2;59612,4;0
09/04/2016;0;16,5;0,019667907;77,56056186;51325,2;64245,6;0
10/04/2016;0;15,5;0,056215736;77,48926806;56991,6;61977,6;0
11/04/2016;0,3;14,5;0,009184127;77,38232736;48243,6;61837,2;0
12/04/2016;0;16,5;0,030445477;77,27538667;64731,6;58446;0
13/04/2016;0;19;0,031053186;77,16844597;58957,2;59162,4;0
14/04/2016;0;19;0,012533496;77,02585837;68576,4;62794,8;0
15/04/2016;0;20,5;0,038198798;76,91891768;65106;59846,4;0
16/04/2016;0,1;19,5;0,017664055;76,81197698;50864,4;61002;0
17/04/2016;0,6;19,5;0,062908992;76,74068318;61358,4;59760;0
18/04/2016;14,3;17;0,039239996;76,66938938;40701,6;59936,4;0
19/04/2016;18;15;0,151471913;76,74068318;25815,6;48704,4;0
20/04/2016;0;16,5;0,085676454;76,74068318;28508,4;43376,4;0
21/04/2016;0;19;0,02315682;76,66938938;35794,8;41691,6;0
22/04/2016;0;20;0,028169196;76,59809558;36054;42922,8;0
23/04/2016;0;19,5;0,026176562;76,52680179;34470;43232,4;0
24/04/2016;0;18,5;0,048268806;76,45550799;54435,6;47134,8;0
25/04/2016;0;18,5;0,021467656;76,34856729;58010,4;51012;0
26/04/2016;0;20;0,030253651;76,24162659;63097,2;51559,2;0
27/04/2016;0;21;0,016254858;76,1346859;53967,6;53395,2;0
28/04/2016;0,3;19;0,020380735;76,0277452;59882,4;57596,4;0
29/04/2016;0;18,5;0,012864379;75,92378503;49384,8;52689,6;0
30/04/2016;0;18,5;0,034708845;75,85447825;40996,8;49330,8;0
01/05/2016;0;17,5;-0,010717092;75,71586469;57992,4;50274;0
02/05/2016;0;18,5;0,049715734;75,61190452;58179,6;51472,8;0,023011
03/05/2016;0;20;-0,006074746;75,47329096;65307,6;53240,4;0
04/05/2016;0,7;19,5;0,036445857;75,40398418;47124;48841,2;0
05/05/2016;5,6;16;0,024265743;75,3346774;41173,2;48906;0
06/05/2016;0,4;17,5;0,013340459;75,26537062;35607,6;40755,6;0
07/05/2016;20,2;14,5;0,098517868;75,30002401;20221,2;36309,6;0
08/05/2016;6,2;14,5;0,122468222;75,36933079;23115,6;29696,4;0
09/05/2016;14,7;12,5;0,322478381;75,64655791;18288;23810,4;0
10/05/2016;9,4;14;0,395818135;75,99309181;22118,4;20840,4;0
11/05/2016;30,7;13,5;0,624669523;76,56244869;17445,6;26920,8;0
12/05/2016;0,2;16;0,368796285;76,84762388;31179,6;37929,6;0
13/05/2016;0;19,5;0,235254185;76,99021147;25473,6;40615,2;0
14/05/2016;0;20,5;0,160495268;77,06150527;23475,6;44096,4;0
15/05/2016;0;21;0,143065316;77,09715217;45648;40489,2;0
16/05/2016;0;22;0,109561957;77,09715217;49546,8;39798;0
17/05/2016;0;21,5;0,104014704;77,09715217;50868;31510,8;0
18/05/2016;0;24,5;0,079506749;77,06150527;52934,4;36334,8;0
19/05/2016;0;22;0,078687681;77,02585837;57960;36878,4;0
20/05/2016;0;21,5;0,040384769;76,95456457;62190;27878,4;0
21/05/2016;0;22,5;0,077636578;76,91891768;54482,4;24447,6;0
22/05/2016;0;23;0,060682564;76,84762388;80035,2;29642,4;0
23/05/2016;0;22;0,047017622;76,77633008;66430,8;33840;0
24/05/2016;0;24;0,028603808;76,66938938;72579,6;37872;0
25/05/2016;0;22,5;0,014412598;76,56244869;64908;34552,8;0
26/05/2016;0;24;0,031550415;76,45550799;74955,6;36723,6;0
27/05/2016;0;21,5;0,028063175;76,34856729;71355,6;40737,6;0
28/05/2016;0;21;0,013707894;76,24162659;63532,8;28591,2;0
29/05/2016;0;22;0,031884823;76,1346859;83491,2;27187,2;0
30/05/2016;0;22,5;0,030600437;76,0277452;74811,6;38826;0
31/05/2016;0;23;0,036998617;75,92378503;79822,8;36903,6;0
01/06/2016;0;23;0,005701625;75,78517147;84031,2;34678,8;0
02/06/2016;0;27;0,046751553;75,6812113;84909,6;33562,8;0
03/06/2016;0;25,5;0,020547607;75,54259774;83581,2;34981,2;0
04/06/2016;0;23,5;0,031395166;75,43863757;75481,2;36097,2;0
05/06/2016;0;24;0,022401748;75,30002401;95702,4;39121,2;0
06/06/2016;0;25;0,029539631;75,16141045;86626,8;36111,6;0,022395
07/06/2016;0;25,5;0,01500228;75,02279689;94960,8;36709,2;0
08/06/2016;0;28;0,022840523;74,88418333;90694,8;39099,6;0
09/06/2016;0;30;0,04886127;74,74556977;95115,6;41976;0
10/06/2016;0;26;-0,012774866;74,57230282;91396,8;40647,6;0
11/06/2016;0;27;0,042364552;74,46834265;80449,2;36068,4;0
12/06/2016;0;33;0,02995883;74,2950757;109087,2;36694,8;0
13/06/2016;0;30;-0,003765811;74,08715536;117154,8;37263,6;0
14/06/2016;0;22,5;0,013691294;73,91388841;109512;39513,6;0
15/06/2016;0;21;-0,00171681;73,74062146;103586,4;38354,4;0
16/06/2016;0;24,5;0,00021414;73,56735451;103046,4;39841,2;0
17/06/2016;0;24;0,02287098;73,42874095;93510;39823,2;0
18/06/2016;0;23,5;0,006966376;73,29012739;83750,4;35085,6;0
19/06/2016;0;23,5;0,001447628;73,11686044;110365,2;38332,8;0
20/06/2016;0;24;0,003566462;72,94359349;108277,2;43264,8;0
21/06/2016;0;24;0,031279987;72,80497993;103701,6;39567,6;0
22/06/2016;0;25;-0,014036055;72,63171298;100872;33822;0
23/06/2016;0;26;0,00229985;72,4616058;109065,6;37818;0
24/06/2016;0;26;0,029192091;72,32720526;96768;39967,2;0
25/06/2016;0;25,5;0,009881677;72,19280473;83145,6;39740,4;0
26/06/2016;0;26,5;0,039122677;72,05840419;113230,8;40953,6;0
27/06/2016;0;26,5;-0,013589146;71,89040352;98337,6;44892;0
28/06/2016;0;27,5;0,036408648;71,75600298;112028,4;34747,2;0
29/06/2016;0;27,5;0,033418427;71,62160245;98222,4;41529,6;0
30/06/2016;0;28;0,011424674;71,45360178;105627,6;47455,2;0
01/07/2016;0;29;-0,000304257;71,28560111;93157,2;48567,6;0
02/07/2016;0;27,5;0,022253255;71,15120057;92977,2;36046,8;0
03/07/2016;0;27;0,009241267;70,9831999;108741,6;44607,6;0
04/07/2016;0;26,5;0,025711762;70,81519923;101844;47948,4;0,020394
05/07/2016;0;27;0,004342665;70,64719856;111585,6;37933,2;0
06/07/2016;0;27,5;0,026965229;70,51279803;100002;38898;0
07/07/2016;0;29,5;0,020598903;70,34479736;110955,6;50518,8;0
08/07/2016;0;29;0,014407971;70,17679669;105242,4;50076;0
09/07/2016;0;30;-0,005809344;70,00879602;95580;39222;0
10/07/2016;0;30;0,016528894;69,84079535;121355,6;35820;0
11/07/2016;0;32;0,031900154;69,67279468;112154,4;44769,6;0
12/07/2016;0;29;0,010944622;69,50479401;110174,4;45147,6;0
13/07/2016;0;26;-0,009718585;69,33679334;96030;46634,4;0
14/07/2016;0;27;0,010309016;69,16960094;107085,6;46854;0
15/07/2016;0;25,5;0,010154248;69,00564166;103809,6;48099,6;0
16/07/2016;0;26;0,022823566;68,87447423;97794;34678,8;0
17/07/2016;0;25,5;0,02933163;68,7433068;85636,8;56343,6;0
18/07/2016;0;27;-0,025746985;68,54655566;102654;51512,4;0
19/07/2016;0;28;0,006722223;68,41538823;84751,2;35989,2;0
20/07/2016;0;30;-0,021209966;68,25142895;81158,4;31291,2;0
21/07/2016;0;31;0,008435283;68,0546778;119793,6;43963,2;0
22/07/2016;0;28;-0,013185822;67,85792666;109440;50490;0
23/07/2016;0;27,5;0,039957204;67,72675923;97473,6;48402;0
24/07/2016;0;28,5;-0,008082639;67,53000809;119674,8;42804;0
25/07/2016;0;29,5;0,010248137;67,36604881;103921,2;44132,4;0
26/07/2016;0;29;0,035086404;67,20208952;113030;59244,8;0
27/07/2016;0;28,5;0,016991845;67,03813024;102783,6;53715,6;0
28/07/2016;0;28,5;-0,006940166;66,8413791;116168,4;52160,4;0
29/07/2016;0;29;0,041494785;66,71021167;105789,6;35010;0
30/07/2016;0;31,5;0,012350848;66,54625238;99662,4;54244,8;0
31/07/2016;0;31;-0,006037837;66,34950124;115974;50752,8;0
01/08/2016;0;28;0,029805879;66,21833381;102902,4;40910,4;0
02/08/2016;0;29;0,020516286;66,05437453;112222,8;46386;0
03/08/2016;0;31,5;0,008080589;65,85986625;110502;48842;0
04/08/2016;0;32,5;0,009023234;65,66984369;122972,4;49028,4;0
05/08/2016;0;27,5;0,022429374;65,51149156;111337,2;48236,4;0
06/08/2016;0;27;0,012700343;65,35313943;102978;46587,6;0
07/08/2016;0;27;-0,00384431;65,16311688;112492,8;49050;0
08/08/2016;0;27;0,027136956;65,00476475;108579,6;51364,8;0
09/08/2016;0;26,5;0,001300178;64,81474219;112406,4;49291,2;0
10/08/2016;0;26;0,00085503;64,65639006;103658,4;39970,8;0
11/08/2016;0;26,5;0,017109838;64,49803793;111445,2;41806,8;0
12/08/2016;0;27,5;0,024259261;64,3396858;112086;50259,6;0
13/08/2016;0;26,5;0,004790001;64,18133367;98287,2;50634;0
14/08/2016;0;26,5;-0,001677089;64,02298154;103737,6;43160,4;0
15/08/2016;0;27,5;0,016307374;63,86462941;103446;50439,6;0
16/08/2016;0;28;0,007360014;63,67460685;115268,4;54482,4;0
17/08/2016;0;32;0,03042612;63,51625472;108824,4;49870,8;0
18/08/2016;0;31,5;0,01335408;63,32623217;118476;53640;0
19/08/2016;0;32;0,015351749;63,13620961;114613,2;52092;0
20/08/2016;0,2;29;0,004498899;62,97785748;103262,4;46828,8;0
21/08/2016;0;26,5;0,008320392;62,81950535;106034,4;48214,8;0
22/08/2016;0;27,5;0,016421498;62,66467015;104493,6;46612,8;0
23/08/2016;0;27;0,022247781;62,51217956;108583,2;45421,2;0
24/08/2016;0;24,5;-0,021125546;62,32919085;106052,4;45928,8;0
25/08/2016;0;26,5;0,021283406;62,17670026;111528;44366,4;0
26/08/2016;0;27;0,016117207;62,02420967;105512,4;48016,8;0
27/08/2016;0;28;0,014811108;61,87171908;98798,4;47307,6;0
28/08/2016;0;29;0,026871355;61,71922849;114195,6;44928;0
29/08/2016;0;28;0,009103571;61,5667379;102322,8;45190,8;0
30/08/2016;0;30,5;0,025010111;61,41424731;111963,6;45064,8;0
31/08/2016;0;27,5;0,004454196;61,26175672;102992,4;41446,8;0
01/09/2016;0;28,5;0,01042725;61,10926613;109281,6;35672,4;0
02/09/2016;0;28;0,009371858;60,95677554;104378,4;40464;0
03/09/2016;0;30,5;0,015039756;60,80428495;99219,6;43736,4;0
04/09/2016;0;32,5;0,005744083;60,62129624;116424;43851,6;0
05/09/2016;0;31;0,018533415;60,43830753;109018,8;44946;0,021578
06/09/2016;0;29;0,020172772;60,28581694;112712,4;39747,6;0
07/09/2016;0;28;0,019233428;60,13332635;110271,6;42188,4;0
08/09/2016;0;27,5;0,006319753;59,95033764;115387,2;55299,6;0
09/09/2016;0;27;-0,010355312;59,76734894;111272,4;41281,2;0
10/09/2016;0;29,5;0,003429456;59,61813191;98193,36;39794,4;0
11/09/2016;0;28;0,007635663;59,47109725;107391,6;35334;0
12/09/2016;1,2;24;0,013132821;59,35346953;84009,6;36910,8;0
13/09/2016;0;20,5;-0,023338009;59,17702794;96663,6;35017,2;0
14/09/2016;0;22;0,016115443;59,02999329;100346,4;35776,8;0
15/09/2016;0;23,5;-0,003355652;58,8535517;112690,8;40539,6;0
16/09/2016;0;24;0,019543284;58,70651705;112225,6;35420,4;0
17/09/2016;0;23,5;0,0021682;58,55948239;96141,6;34754,4;0
18/09/2016;;23;0,020138625;58,41244774;111765,6;41850;0
19/09/2016;0;24,5;0,031079302;58,29482001;94734;35726,4;0
