;"LLUVIA POBL.
(mm)";"TEMPERATURA
  MEDIA (ºc)";"APORTACIONES A LA PRESA
(hm³)";"VOLUMEN EMBALSADO
(hm³)";"VOLUMEN PARA RIEGO
(m³)";"VOLUMEN PARA ABASTECIMIENTO
(m³)";"VOLUMEN VERTIDO
(m³)"
09/08/2001;0;0;-0,000443201;68,742;75720,225;66809,612;0
10/08/2001;0;0;-0,00336376;68,581;75720,225;66809,612;0
11/08/2001;0;0;0,057126592;68,485;75720,225;66809,612;0
12/08/2001;0;0;0,060929012;68,388;75720,225;66809,612;0
13/08/2001;0;0;-0,067384826;68,164;75720,225;66809,612;0
14/08/2001;0;0;0,000109238;68,004;75720,225;66809,612;0
15/08/2001;0;0;0,003911578;67,844;75720,225;66809,612;0
16/08/2001;0;0;-0,018527666;67,653;75720,225;66809,612;0
17/08/2001;0;0;-0,026214031;67,462;75720,225;66809,612;0
18/08/2001;0;0;0,032995112;67,335;75720,225;66809,612;0
19/08/2001;0;0;0,006040943;67,176;75720,225;66809,612;0
20/08/2001;0;0;0,005423176;67,018;75720,225;66809,612;0
21/08/2001;0;0;0,000649632;66,86;75720,225;66809,612;0
22/08/2001;0;0;0,031313927;66,733;75720,225;66809,612;0
23/08/2001;0;0;-0,030400409;66,544;75720,225;66809,612;0
24/08/2001;0;0;-0,026970801;66,355;75720,225;66809,612;0
25/08/2001;0;0;0,025325034;66,229;75720,225;66809,612;0
26/08/2001;0;0;0,063593239;66,135;75720,225;66809,612;0
27/08/2001;0;0;-0,037952529;65,947;75720,225;66809,612;0
28/08/2001;0;0;0,036300516;65,822;75720,225;66809,612;0
29/08/2001;0;0;-0,01986483;65,634;75720,225;66809,612;0
30/08/2001;0;0;-0,044623845;65,416;75720,225;66809,612;0
31/08/2001;0;0;-0,027083207;65,26;43717,033;66845,266;0
01/09/2001;0;0;0,000544015;65,136;43717,033;66845,266;0
02/09/2001;1;0;-9,40669E-05;65,012;43717,033;66845,266;0
03/09/2001;0;0;-0,094671425;64,795;43717,033;66845,266;0
04/09/2001;0;0;-0,060911943;64,609;43717,033;66845,266;0
05/09/2001;0;0;-0,000473464;64,485;43717,033;66845,266;0
06/09/2001;0;0;-0,026179103;64,331;43717,033;66845,266;0
07/09/2001;0;0;-0,090907046;64,116;43717,033;66845,266;0
08/09/2001;0;0;-0,02931415;63,962;43717,033;66845,266;0
09/09/2001;0;0;0,032979321;63,87;43717,033;66845,266;0
10/09/2001;0;0;-0,000795989;63,747;43717,033;66845,266;0
11/09/2001;0;0;-0,026837798;63,594;43717,033;66845,266;0
12/09/2001;0;0;-0,060530795;63,411;43717,033;66845,266;0
13/09/2001;0;0;0,003198561;63,289;43717,033;66845,266;0
14/09/2001;0;0;-0,057829;63,106;43717,033;66845,266;0
15/09/2001;0;0;0,001024906;62,984;43717,033;66845,266;0
16/09/2001;0;0;0,032013151;62,893;43717,033;66845,266;0
17/09/2001;0;0;0,037765875;62,802;43717,033;66845,266;0
18/09/2001;0,1;0;-0,123964058;62,559;43717,033;66845,266;0
19/09/2001;3,5;0;-0,036811853;62,408;43717,033;66845,266;0
20/09/2001;0;0;0,03686321;62,318;43717,033;66845,266;0
21/09/2001;12;0;0,052579089;62,257;43717,033;66845,266;0
22/09/2001;26;0;0,634357934;62,772;43717,033;66845,266;0
23/09/2001;0;0;-0,031747436;62,62;43717,033;66845,266;0
24/09/2001;0;0;-0,057836464;62,438;43717,033;66845,266;0
25/09/2001;0;0;0,002637048;62,318;43717,033;66845,266;0
26/09/2001;0;0;0,02740348;62,227;43717,033;66845,266;0
27/09/2001;3;0;0,059905503;62,167;43717,033;66845,266;0
28/09/2001;52,5;0;0,508312271;62,559;43717,033;66845,266;0
29/09/2001;0,5;0;0,028120918;62,469;43717,033;66845,266;0
30/09/2001;0;0;0,054107405;62,408;15253,612;82026,709;0
01/10/2001;0;0;0,052076567;62,348;15253,612;82026,709;0
02/10/2001;0;0;0,058913358;62,287;15253,612;82026,709;0
03/10/2001;0;0;0,053867435;62,227;15253,612;82026,709;0
04/10/2001;0;0;0,020236172;62,137;15253,612;82026,709;0
05/10/2001;0;0;0,019223918;62,046;15253,612;82026,709;0
06/10/2001;3;0;0,015700749;61,956;15253,612;82026,709;0
07/10/2001;0;0;-0,014910569;61,836;15253,612;82026,709;0
08/10/2001;0;0;0,016882435;61,746;15253,612;82026,709;0
09/10/2001;0;0;0,02017094;61,656;15253,612;82026,709;0
10/10/2001;60;0;0,331315924;61,866;15253,612;82026,709;0
11/10/2001;22,5;0;0,501554195;62,257;15253,612;82026,709;0
12/10/2001;6,5;0;0,348958393;62,499;15253,612;82026,709;0
13/10/2001;0;0;0,204627499;62,59;15253,612;82026,709;0
14/10/2001;0;0;0,113930225;62,59;15253,612;82026,709;0
15/10/2001;0;0;0,044751309;62,529;15253,612;82026,709;0
16/10/2001;0,1;0;0,082099868;62,499;15253,612;82026,709;0
17/10/2001;0;0;0,018064325;62,408;15253,612;82026,709;0
18/10/2001;0;0;0,045433355;62,348;15253,612;82026,709;0
19/10/2001;24;0;0,469070415;62,711;15253,612;82026,709;0
20/10/2001;0,5;0;0,314444491;62,923;15253,612;82026,709;0
21/10/2001;0;0;0,129191932;62,954;15253,612;82026,709;0
22/10/2001;0;0;0,106700296;62,954;15253,612;82026,709;0
23/10/2001;0;0;0,071140717;62,923;15253,612;82026,709;0
24/10/2001;0;0;0,068191359;62,893;15253,612;82026,709;0
25/10/2001;0;0;0,070012576;62,863;15253,612;82026,709;0
26/10/2001;0;0;0,072350083;62,832;15253,612;82026,709;0
27/10/2001;0;0;0,044862765;62,772;15253,612;82026,709;0
28/10/2001;0;0;0,043554881;62,711;15253,612;82026,709;0
29/10/2001;0;0;-0,017362443;62,59;15253,612;82026,709;0
30/10/2001;0;0;0,011724236;62,499;15253,612;82026,709;0
31/10/2001;0;0;0,022940743;62,408;21446,233;77688,966;0
01/11/2001;0;0;0,01607818;62,318;21446,233;77688,966;0
02/11/2001;0;0;0,047185568;62,257;21446,233;77688,966;0
03/11/2001;0;0;0,05360666;62,197;21446,233;77688,966;0
04/11/2001;15,5;0;0,108179862;62,197;21446,233;77688,966;0
05/11/2001;35,5;0;5,849162602;67,94;21446,233;77688,966;0
06/11/2001;0;0;0,685129174;68,517;21446,233;77688,966;0
07/11/2001;0;0;0,427257169;68,839;21446,233;77688,966;0
08/11/2001;0,1;0;0,331884967;69,064;21446,233;77688,966;0
09/11/2001;0;0;0,268250145;69,226;21446,233;77688,966;0
10/11/2001;0;0;0,202285616;69,323;21446,233;77688,966;0
11/11/2001;0;0;0,168345985;69,388;21446,233;77688,966;0
12/11/2001;0;0;0,134051256;69,42;21446,233;77688,966;0
13/11/2001;0;0;0,134403946;69,453;21446,233;77688,966;0
14/11/2001;0;0;0,101079839;69,453;21446,233;77688,966;0
15/11/2001;1;0;0,101403946;69,453;21446,233;77688,966;0
16/11/2001;0;0;0,107561973;69,453;21446,233;77688,966;0
17/11/2001;0;0;0,144103466;69,485;21446,233;77688,966;0
18/11/2001;0;0;0,07394144;69,453;21446,233;77688,966;0
19/11/2001;0;0;0,11177536;69,453;21446,233;77688,966;0
20/11/2001;0;0;0,10594144;69,453;21446,233;77688,966;0
21/11/2001;0,5;0;0,10983072;69,453;21446,233;77688,966;0
22/11/2001;0,1;0;0,1039968;69,453;21446,233;77688,966;0
23/11/2001;0;0;0,070995295;69,42;21446,233;77688,966;0
24/11/2001;0;0;0,102699269;69,42;21446,233;77688,966;0
25/11/2001;0;0;0,071669892;69,388;21446,233;77688,966;0
26/11/2001;0;0;0,076173204;69,355;21446,233;77688,966;0
27/11/2001;0;0;0,075227853;69,323;21446,233;77688,966;0
28/11/2001;0;0;0,073930936;69,291;21446,233;77688,966;0
29/11/2001;0;0;0,070987794;69,258;21446,233;77688,966;0
30/11/2001;0;0;0,026600466;69,194;9241,5806;77155,903;0
01/12/2001;0;0;0,059861621;69,161;9241,5806;77155,903;0
02/12/2001;0;0;0,057628553;69,129;9241,5806;77155,903;0
03/12/2001;0;0;-0,005760409;69,032;9241,5806;77155,903;0
04/12/2001;0;0;-0,069445582;68,871;9241,5806;77155,903;0
05/12/2001;0;0;0,058908409;68,839;9241,5806;77155,903;0
06/12/2001;0;0;0,025583609;68,774;9241,5806;77155,903;0
07/12/2001;0;0;0,059226134;68,742;9241,5806;77155,903;0
08/12/2001;0;0;0,028509991;68,678;9241,5806;77155,903;0
09/12/2001;0;0;0,055970375;68,645;9241,5806;77155,903;0
10/12/2001;0,1;0;0,023040309;68,581;9241,5806;77155,903;0
11/12/2001;1,5;0;0,056646673;68,549;9241,5806;77155,903;0
12/12/2001;1;0;0,024324166;68,485;9241,5806;77155,903;0
13/12/2001;0,1;0;0,087039711;68,485;9241,5806;77155,903;0
14/12/2001;3;0;-0,003223745;68,388;9241,5806;77155,903;0
15/12/2001;8;0;0,125136701;68,42;9241,5806;77155,903;0
16/12/2001;2;0;0,088322974;68,42;9241,5806;77155,903;0
17/12/2001;4;0;0,055680748;68,388;9241,5806;77155,903;0
18/12/2001;0,1;0;0,056963214;68,356;9241,5806;77155,903;0
19/12/2001;0,5;0;0,056641806;68,324;9241,5806;77155,903;0
20/12/2001;0;0;0,026883345;68,26;9241,5806;77155,903;0
21/12/2001;0;0;0,056960042;68,228;9241,5806;77155,903;0
22/12/2001;2,5;0;0,055998584;68,196;9241,5806;77155,903;0
23/12/2001;7,5;0;0,184000074;68,292;9241,5806;77155,903;0
24/12/2001;5,5;0;0,280039711;68,485;9241,5806;77155,903;0
25/12/2001;0;0;0,152967986;68,549;9241,5806;77155,903;0
26/12/2001;0;0;0,096036866;68,549;9241,5806;77155,903;0
27/12/2001;0;0;0,12707563;68,581;9241,5806;77155,903;0
28/12/2001;0;0;0,120648065;68,613;9241,5806;77155,903;0
29/12/2001;0;0;0,123864877;68,645;9241,5806;77155,903;0
30/12/2001;0;0;0,130013944;68,678;9241,5806;77155,903;0
31/12/2001;1,5;0;0,091279472;68,71;9680,9032;47989,516;0
01/01/2002;0,5;0;0,090314239;68,742;9680,9032;47989,516;0
02/01/2002;3;0;0,058314239;68,742;9680,9032;47989,516;0
03/01/2002;4,5;0;0,16369227;68,839;9680,9032;47989,516;0
04/01/2002;0;0;0,092893503;68,871;9680,9032;47989,516;0
05/01/2002;0;0;0,093861726;68,903;9680,9032;47989,516;0
06/01/2002;0;0;0,030827353;68,871;9680,9032;47989,516;0
07/01/2002;0;0;0,093539318;68,903;9680,9032;47989,516;0
08/01/2002;0;0;0,058315236;68,903;9680,9032;47989,516;0
09/01/2002;0;0;0,062506542;68,903;9680,9032;47989,516;0
10/01/2002;0;0;0,030505045;68,871;9680,9032;47989,516;0
11/01/2002;0;0;0,059281961;68,871;9680,9032;47989,516;0
12/01/2002;0;0;0,028892509;68,839;9680,9032;47989,516;0
13/01/2002;0;0;0,061536926;68,839;9680,9032;47989,516;0
14/01/2002;0;0;0,029179949;68,806;9680,9032;47989,516;0
15/01/2002;0;0;0,066689479;68,806;9680,9032;47989,516;0
16/01/2002;0;0;0,033076641;68,774;9680,9032;47989,516;0
17/01/2002;0;0;0,064110612;68,774;9680,9032;47989,516;0
18/01/2002;0;0;0,03210862;68,742;9680,9032;47989,516;0
19/01/2002;0;0;0,060889519;68,742;9680,9032;47989,516;0
20/01/2002;0;0;0,031463008;68,71;9680,9032;47989,516;0
21/01/2002;0,1;0;0,030496083;68,678;9680,9032;47989,516;0
22/01/2002;0,1;0;0,060244107;68,678;9680,9032;47989,516;0
23/01/2002;4;0;0,063139505;68,678;9680,9032;47989,516;0
24/01/2002;0;0;0,039142932;68,645;9680,9032;47989,516;0
25/01/2002;0;0;0,035637278;68,613;9680,9032;47989,516;0
26/01/2002;0;0;0,03145585;68,581;9680,9032;47989,516;0
27/01/2002;0;0;0,031775361;68,549;9680,9032;47989,516;0
28/01/2002;0;0;0,030167407;68,517;9680,9032;47989,516;0
29/01/2002;0;0;0,062167407;68,517;9680,9032;47989,516;0
30/01/2002;0;0;0,000411734;68,453;9680,9032;47989,516;0
31/01/2002;0;0;0,059190492;68,42;33028,428;45362,714;0
01/02/2002;0;0;0,054090729;68,388;33028,428;45362,714;0
02/02/2002;0;0;0,051522603;68,356;33028,428;45362,714;0
03/02/2002;0;0;0,050879786;68,324;33028,428;45362,714;0
04/02/2002;0;0;0,017595329;68,26;33028,428;45362,714;0
05/02/2002;0;0;-0,108811498;68,068;33028,428;45362,714;0
06/02/2002;0;0;-0,004827802;67,972;33028,428;45362,714;0
07/02/2002;0;0;0,024290329;67,908;33028,428;45362,714;0
08/02/2002;0;0;0,021092882;67,844;33028,428;45362,714;0
09/02/2002;0;0;0,022726592;67,781;33028,428;45362,714;0
10/02/2002;0;0;0,022678254;67,717;33028,428;45362,714;0
11/02/2002;0;0;0,022991646;67,653;33028,428;45362,714;0
12/02/2002;0;0;-0,009925796;67,558;33028,428;45362,714;0
13/02/2002;0;0;0,084755963;67,558;33028,428;45362,714;0
14/02/2002;0;0;-0,00838846;67,462;33028,428;45362,714;0
15/02/2002;0;0;0,082524424;67,462;33028,428;45362,714;0
16/02/2002;0;0;-0,010891176;67,367;33028,428;45362,714;0
17/02/2002;0,1;0;0,049249096;67,335;33028,428;45362,714;0
18/02/2002;0,5;0;0,017882032;67,271;33028,428;45362,714;0
19/02/2002;0;0;0,019197021;67,208;33028,428;45362,714;0
20/02/2002;0;0;0,058756397;67,176;33028,428;45362,714;0
21/02/2002;0;0;0,001446602;67,081;33028,428;45362,714;0
22/02/2002;0;0;0,026154377;67,018;33028,428;45362,714;0
23/02/2002;0;0;0,024565855;66,955;33028,428;45362,714;0
24/02/2002;0;0;0,026405701;66,891;33028,428;45362,714;0
25/02/2002;0;0;-0,003026104;66,796;33028,428;45362,714;0
26/02/2002;0;0;0,02738705;66,733;33028,428;45362,714;0
27/02/2002;0;0;-0,002677977;66,639;33028,428;45362,714;0
28/02/2002;0;0;-0,04483225;66,544;16733,905;16733,905;0
01/03/2002;3,5;0;0,003412795;66,513;16733,905;16733,905;0
02/03/2002;1;0;0,140079383;66,607;16733,905;16733,905;0
03/03/2002;65;0;0,288048182;66,86;16733,905;16733,905;0
04/03/2002;6;0;0,225051131;67,05;16733,905;16733,905;0
05/03/2002;0;0;0,075871259;67,081;16733,905;16733,905;0
06/03/2002;0;0;0,106659628;67,145;16733,905;16733,905;0
07/03/2002;0,5;0;0,035369566;67,145;16733,905;16733,905;0
08/03/2002;0;0;0,066370157;67,176;16733,905;16733,905;0
09/03/2002;0;0;0,050905991;67,176;16733,905;16733,905;0
10/03/2002;0;0;0,038857793;67,176;16733,905;16733,905;0
11/03/2002;0;0;0,010074832;67,145;16733,905;16733,905;0
12/03/2002;0;0;0,041391791;67,145;16733,905;16733,905;0
13/03/2002;25;0;0,160419871;67,271;16733,905;16733,905;0
14/03/2002;15,5;0;1,058634545;68,292;16733,905;16733,905;0
15/03/2002;17;0;0,616335511;68,871;16733,905;16733,905;0
16/03/2002;0,5;0;0,81401372;69,647;16733,905;16733,905;0
17/03/2002;0;0;0,429356502;70,038;16733,905;16733,905;0
18/03/2002;0;0;0,286828016;70,266;9504;36979,2;0,00026
19/03/2002;0;0;0,366313017;70,561;15778,8;44168,4;0,00023
20/03/2002;0;0;0,270415607;70,757;18061,2;44013,6;0,0002
21/03/2002;0;0;0,207278316;70,889;17467,2;44161,2;0,00018
22/03/2002;0;0;0,2209247;71,02;29250;44715,6;0,00017
23/03/2002;0;0;0,197939903;71,119;38484;45799,2;0,00017
24/03/2002;0;0;0,178844164;71,218;23742;44398;0,00017
25/03/2002;0;0;0,156647505;71,284;34995,6;45579,4;0,00018
26/03/2002;0;0;0,121057849;71,317;34236;44406;0,00018
27/03/2002;0;0;0,150273071;71,383;28670,4;46501,2;0,00019
28/03/2002;0,5;0;0,145733954;71,449;27637,2;45291,6;0,0002
29/03/2002;0;0;0,105316832;71,482;18118,8;44427,6;0,00019
30/03/2002;0;0;0,120187482;71,515;31255,2;45468;0,00022
31/03/2002;0;0;0,140860204;71,581;18096,4;46293,2;0,00022
01/04/2002;4;0;0,146079684;71,647;28692;44881,2;0,00022
02/04/2002;2;0;0,132726952;71,68;14154;53083,2;0,01892
03/04/2002;0,5;0;0,076800104;71,68;21060;43585,2;0,00024
04/04/2002;0,5;0;0,14032359;71,746;20404,8;43743,6;0,00024
05/04/2002;2,5;0;0,120618648;71,78;33210;43250,4;0,00022
06/04/2002;4;0;0,19211753;71,912;15037,2;43563,6;0,00019
07/04/2002;21;0;0,594119965;72,444;13453,2;43113,7;0,00022
08/04/2002;0,1;0;0,302504597;72,678;17643,6;40590;0,00025
09/04/2002;10;0;0,464763166;73,08;14205,6;40291,2;0,00022
10/04/2002;0,1;0;0,369054979;73,382;17294,4;40809,6;0,00021
11/04/2002;17;0;1,419231065;74,735;14115,6;38962,8;0,00022
12/04/2002;0;0;0,509621814;75,178;21434,4;39470,4;0,00025
13/04/2002;2;0;0,890847027;76,002;20008,8;41425,2;0,00025
14/04/2002;2,5;0;0,476101815;76,415;13197,6;42084;0,00022
15/04/2002;0;0;0,444227326;76,796;13633,2;39312;0,00023
16/04/2002;0;0;0,384047229;77,074;21636;71344,8;0,00021
17/04/2002;0;0;0,362688227;77,317;22914;85093,2;0,00019
18/04/2002;0;0;0,297500654;77,492;23702,4;85356;0,00019
19/04/2002;0;0;0,26352917;77,631;24703,2;86018,4;0,00019
20/04/2002;0;0;0,233168074;77,736;29613,6;86162,4;0,00016
21/04/2002;0;0;0,225782298;77,841;20649,6;84571,2;0,00017
22/04/2002;0;0;0,200936791;77,911;31899,6;84866,4;0,00017
23/04/2002;0;0;0,228148035;78,016;27925,2;78937,2;0,00017
24/04/2002;0;0;0,130354435;78,016;28375,2;85683,6;0,00018
25/04/2002;0;0;0,177230834;78,051;38289,6;85197,6;0,00017
26/04/2002;0;0;0,183585556;78,086;42109,2;88077,6;0,00017
27/04/2002;0;0;0,15254918;78,086;42519,6;88826,4;0,00017
28/04/2002;0;0;0,16491857;78,121;28238,4;83977,2;0,00017
29/04/2002;0;0;0,102434085;78,086;38577,6;82911,6;0,00017
30/04/2002;0;0;0,127257731;78,086;30942;86680,8;0,00017
01/05/2002;0;0;0,135255263;78,086;27993,6;82202,4;0,00017
02/05/2002;0;0;0,075581972;78,016;37857,6;84081,6;0,00017
03/05/2002;0;0;0,054873325;77,911;44568;91674;0,00018
04/05/2002;0;0;0,117340257;77,876;43819,2;91555,2;0,00017
05/05/2002;0,5;0;0,08613441;77,841;24764,4;85356;0,00017
06/05/2002;0;0;0,119499362;77,841;26773,2;84160,8;0,00017
07/05/2002;0,1;0;0,073424991;77,771;28692;93286,8;0,00956
08/05/2002;6;0;0,113104308;77,771;26604;81086,4;0,00017
09/05/2002;0,5;0;0,079678366;77,736;27925,2;82738,8;0,00017
10/05/2002;0;0;0,161778615;77,771;29854,8;86256;0,00018
11/05/2002;0;0;0,012706413;77,631;42202,8;88326;0,00018
12/05/2002;0;0;0,0642489;77,561;30956,4;83232;0,00017
13/05/2002;0;0;0,114670238;77,526;47408,4;83602,8;0,00017
14/05/2002;0;0;0,089070232;77,526;43988,4;18050,4;0,00017
15/05/2002;0;0;0,068467587;77,526;42378,2;6383,8;0,00017
16/05/2002;0;0;0,058517889;77,526;35704,8;6606;0,00016
17/05/2002;0;0;0,083506131;77,526;47016;7365,6;0,00017
18/05/2002;0;0;0,046469411;77,492;51300;8074,8;0,00017
19/05/2002;0;0;0,055822494;77,492;29548,8;6922,8;0,00017
20/05/2002;0;0;0,072845447;77,457;50205,6;36561,6;0,00016
21/05/2002;0;0;0,080175462;77,422;50526;45658,8;0,00017
22/05/2002;0;0;0,044323681;77,352;44377,2;44359,2;0,00016
23/05/2002;0;0;0,00795004;77,248;47988;46044;0,00017
24/05/2002;0;0;0,049172687;77,178;49604,4;47487,6;0,00017
25/05/2002;0;0;0,010654549;77,039;62596,8;50414,4;0,00017
26/05/2002;0;0;0,054480784;76,97;44056,8;46274,4;0,00017
27/05/2002;0;0;0,03270201;76,865;55616,4;47232;0,00017
28/05/2002;0;0;0,041398203;76,796;46274,4;44542,8;0,00017
29/05/2002;0;0;0,04388129;76,727;45111,6;45082,8;0,00017
30/05/2002;0;0;0,01763527;76,623;58064,4;47480,4;0,00017
31/05/2002;0;0;0,01078574;76,519;53848,8;49010,4;0,00017
01/06/2002;0;0;0,060436933;76,45;57801,6;50040;0,00017
02/06/2002;0;0;0,026614353;76,381;35964;45666;0,00017
03/06/2002;0;0;0,087489187;76,346;50421,6;48765,6;0,00017
04/06/2002;0;0;0,004954086;76,243;29260,8;53171,2;0,00931
05/06/2002;0,5;0;0,020744422;76,139;52318,8;44341,2;0,00017
06/06/2002;0;0;0,022108636;76,036;50324,4;42948;0,00016
07/06/2002;0;0;0,038257251;75,933;61956;47484;0,00017
08/06/2002;0;0;0,037613172;75,83;60904,8;49294,8;0,00017
09/06/2002;0;0;0,036693892;75,761;40708,8;46954,8;0,00017
10/06/2002;0;0;0,01747757;75,623;62834,4;65372,4;0,00017
11/06/2002;0;0;-0,040203747;75,418;54619,2;85010,4;0,00017
12/06/2002;0;0;-0,082731406;75,178;54554,4;84776,4;0,00017
13/06/2002;0;0;0,058238303;75,076;50245,2;88999,2;0,00017
14/06/2002;0;0;0,044676308;74,939;66355,2;94683,6;0,00018
15/06/2002;0;0;0,076288342;74,837;66888;95220;0,00017
16/06/2002;0;0;0,051660664;74,735;42904,8;89485,2;0,00017
17/06/2002;0;0;0,00736259;74,565;67824;89319,6;0,00017
18/06/2002;0;0;-0,032191841;74,361;58734;90856,8;0,00017
19/06/2002;0;0;0,033344054;74,226;62931,6;89668,8;0,00016
20/06/2002;0;0;0,030051672;74,09;55479,6;86716,8;0,00017
21/06/2002;0;0;0,017354601;73,921;70880,4;93344,4;0,00017
22/06/2002;0;0;0,016913523;73,752;66942;95526;0,00017
23/06/2002;0;0;0,026485347;73,617;45126;89593,2;0,00015
24/06/2002;0;0;0,059092567;73,483;74804,4;92217,6;0,00016
25/06/2002;0,2;0;-0,010689672;73,314;56134,8;90918;0,00017
26/06/2002;0;0;0,008627433;73,147;64490,4;92811,6;0,00021
27/06/2002;0;0;0,006841466;73,012;58284;63954;0,00017
28/06/2002;0;0;-0,008717204;72,845;71834,4;58845,6;0,00017
29/06/2002;0;0;0,016605335;72,711;70066,8;63327,6;0,00017
30/06/2002;0;0;-0,06877068;72,611;6904,8;6411,6;0,00022
01/07/2002;0;0;0,044160641;72,511;67564,8;57081,6;0,00017
02/07/2002;0;0;0,027933206;72,378;63734,4;65707,2;0,00884
03/07/2002;0;0;-0,006337931;72,211;75697,2;58186,8;0,00017
04/07/2002;0;0;-0,02044411;72,045;60634,8;57207,6;0,00015
05/07/2002;0;0;0,05492293;71,945;77720,2;58784,6;0,00017
06/07/2002;0;0;0,015984391;71,813;69919,2;60663,6;0,00017
07/07/2002;0;0;0,010030174;71,713;40073,2;57868,4;0,00017
08/07/2002;0;0;0,011649078;71,581;64069,2;59580;0,00016
09/07/2002;0;0;-0,041431933;71,383;69375,6;59958;0,00017
10/07/2002;0;0;0,030670319;71,251;77536,8;58611,6;0,00015
11/07/2002;0;0;0,017881265;71,119;73555,2;57409,2;0,00015
12/07/2002;0;0;-0,006655468;70,954;73645,2;60202,8;0,00017
13/07/2002;0;0;0,02473547;70,823;73364,4;60202,8;0,00017
14/07/2002;0;0;0,031635141;70,725;54975,6;57114;0,00016
15/07/2002;0;0;-0,006165015;70,561;75495;60563,4;0,00016
16/07/2002;0;0;-0,016145662;70,397;66348;59436;0,00016
17/07/2002;0;0;0,016072197;70,234;82303,2;74732,4;0,00016
18/07/2002;0;0;-0,007845876;70,07;71031,6;61815,6;0,00016
19/07/2002;0;0;0,074012517;69,973;80348,4;64447,2;0,00016
20/07/2002;0;0;0,002112144;69,81;82177,2;63597,6;0,00015
21/07/2002;0;0;0,001130922;69,68;53222,4;56980,8;0,00014
22/07/2002;0;0;0,023355733;69,518;87325,2;63504;0,00015
23/07/2002;0;0;-0,008296299;69,323;85114,8;64526,4;0,00016
24/07/2002;0;0;0,048656909;69,194;85543,2;66139,2;0,00011
25/07/2002;0;0;0,008270914;69,032;80344,8;66564;0,00012
26/07/2002;0;0;-0,020018956;68,839;83908,8;65743,2;0,00013
27/07/2002;0;0;0,009550988;68,678;83959,2;66204;0,00012
28/07/2002;0;0;0,047143841;68,581;64123,2;63810;0,00014
29/07/2002;0;0;0,045985883;68,453;90237,6;64688,4;0,00012
30/07/2002;0;0;0,003101978;68,292;81655,21;65008,79;0,00013
31/07/2002;0;0;-0,036086277;68,1;79369,2;62028;0,00012
01/08/2002;0;0;0,001691362;67,94;78433,2;64900,8;0,00015
02/08/2002;0;0;0,008827159;67,781;80301,6;69206,4;0,00014
03/08/2002;0;0;0,000330803;67,621;72846;67611,6;0,00013
04/08/2002;0;0;0,045158963;67,526;54187,2;65818,8;0,00011
05/08/2002;7,8;0;0,007125896;67,367;82461,6;66063,6;0,00013
06/08/2002;0;0;-0,122334572;67,05;84330;78015,6;0,00952
07/08/2002;0;0;0,167338693;67,05;83163,6;69775,2;0,00015
08/08/2002;0;0;0,033391243;66,923;76712,4;69919,2;0,00016
09/08/2002;0;0;0,05368003;66,796;85248;68432,4;0,00015
10/08/2002;0;0;-0,009936453;66,607;85248;68432,4;0,00016
11/08/2002;0;0;-0,039027924;66,418;66477,6;64472,4;0,00014
12/08/2002;0;0;0,051697639;66,292;88038;68785,2;0,00013
13/08/2002;0;0;0,047571509;66,167;83127,6;70498,8;0,00011
14/08/2002;0;0;-0,037478819;65,947;93416,4;71150,4;0,0001
15/08/2002;0;0;0,016983992;65,79;86950,8;67845,6;0,00011
16/08/2002;0;0;0,018558289;65,634;87300;69037,2;0,00011
17/08/2002;0;0;-0,023200628;65,447;80366,4;68684,2;0,0001
18/08/2002;0;0;0,027236542;65,322;68846,4;67093,2;0,00011
19/08/2002;0;0;0,002896541;65,198;62571,6;44989,2;0,00006
20/08/2002;0;0;0,005957946;65,043;73836;70239,6;0,00012
21/08/2002;0;0;-0,05213708;64,826;81756;69058,8;0,00011
22/08/2002;0;0;0,008182029;64,671;78224,4;70282,8;0,00014
23/08/2002;0;0;0,049473913;64,547;83959,2;70822,8;0,00016
24/08/2002;0;0;0,043890745;64,424;82792,8;66981,6;0,00015
25/08/2002;0;0;-0,0077582;64,269;61491,6;67100,4;0,00017
26/08/2002;0;0;-0,044134533;64,054;84751,2;67197,6;0,00017
27/08/2002;0;0;0,01130063;63,9;80175,6;68385,6;0,00017
28/08/2002;0;0;0,038512387;63,778;78415,2;69066;0,00016
29/08/2002;0;0;0,010010991;63,625;75294;68882,4;0,00017
30/08/2002;0;0;0,01373105;63,472;81118,8;69566,4;0,00016
31/08/2002;0;0;0,013691584;63,319;82245,6;67500;0,00017
01/09/2002;0;0;0,04611378;63,228;62226;64976,4;0,00016
02/09/2002;0;0;-0,024254525;63,045;83149,2;63270;0,00016
03/09/2002;0;0;0,019833563;62,893;75214,8;70376,4;0,00954
04/09/2002;0;0;0,041934808;62,772;71856;64825,2;0,00017
05/09/2002;0;0;0,021415746;62,62;83970;63838,8;0,00017
06/09/2002;0;0;-0,073089984;62,378;85118,4;65196;0,00017
07/09/2002;0;0;0,041882816;62,257;79531,2;64789,2;0,00016
08/09/2002;0;0;0,05491819;62,167;61365,6;63792;0,00017
09/09/2002;0;0;-0,010051556;61,986;87058,8;63273,6;0,00016
10/09/2002;0;0;0,008737571;61,836;78919,2;62528,4;0,00017
11/09/2002;0;0;0,030936056;61,716;78933,6;64033,2;0,00017
12/09/2002;0;0;0,027918864;61,596;71380,8;62287,2;0,00017
13/09/2002;0;0;0,00792687;61,446;80269,2;62830,8;0,00017
